CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod,NumComplaints,Churn,ChurnProb,RiskTier,ChurnPred
C05977,Female,35,0,No,Yes,67,Yes,Fiber optic,Yes,No,No,Month-to-month,No,68.92,4608.91,Mailed check,1,0,,Unknown,
C05978,Female,60,0,Yes,No,12,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,65.99,796.09,Electronic check,2,0,,Unknown,
C05979,Female,68,1,No,Yes,15,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,86.01,1265.72,Mailed check,1,0,,Unknown,
C05980,Male,59,0,No,No,44,Yes,No,Yes,Yes,No,Two year,Yes,27.62,1221.23,Credit card,0,0,,Unknown,
C05981,Male,69,1,No,Yes,43,Yes,No,Yes,Yes,No,Month-to-month,Yes,21.86,875.64,Bank transfer,1,1,,Unknown,
C05982,Female,24,0,Yes,No,57,No,Fiber optic,Yes,No,Yes,One year,Yes,69.23,3945.56,Electronic check,0,0,,Unknown,
C05983,Male,55,0,No,No,66,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,91.17,6023.41,Credit card,3,0,,Unknown,
C05984,Male,74,1,Yes,No,59,Yes,Fiber optic,No,No,Yes,One year,No,74.67,4386.06,Electronic check,2,0,,Unknown,
C05985,Female,48,0,Yes,Yes,10,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,65.03,671.55,Mailed check,3,0,,Unknown,
C05986,Male,71,1,Yes,No,22,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,72.47,1617.19,Mailed check,0,0,,Unknown,
C05987,Male,37,0,No,No,65,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,77.14,5018.32,Bank transfer,6,1,,Unknown,
C05988,Male,69,1,No,Yes,39,Yes,DSL,No internet service,No,No,Two year,Yes,66.84,2638.96,Credit card,3,1,,Unknown,
C05989,Male,71,1,No,No,62,Yes,No,Yes,Yes,No,One year,Yes,29.74,1827.89,Mailed check,2,0,0.0493,Low,0.0
C05990,Female,53,0,No,No,40,Yes,No,No,Yes,No,One year,Yes,19.65,803.44,Mailed check,2,0,,Unknown,
C05991,Female,58,0,Yes,No,4,No,DSL,No internet service,No internet service,No,Month-to-month,No,72.81,319.46,Bank transfer,2,0,,Unknown,
C05992,Female,47,0,Yes,No,34,Yes,No,Yes,No internet service,No,Month-to-month,No,18.0,589.16,Electronic check,2,0,,Unknown,
C05993,Female,36,0,No,No,59,Yes,No,No,No,Yes,Month-to-month,Yes,18.0,1063.54,Bank transfer,1,1,,Unknown,
C05994,Female,48,0,Yes,No,47,Yes,DSL,No,No,No,One year,No,52.31,2428.92,Mailed check,2,0,,Unknown,
C05995,Male,72,1,Yes,No,10,Yes,No,No,No,No internet service,Month-to-month,No,22.5,241.7,Electronic check,2,0,,Unknown,
C05996,Male,18,0,No,Yes,15,No,No,No internet service,No,Yes,Two year,No,23.21,381.54,Electronic check,2,0,,Unknown,
C05997,Male,29,0,Yes,No,61,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,67.15,4085.28,Electronic check,1,0,,Unknown,
C05998,Male,46,0,Yes,Yes,70,Yes,No,Yes,No,No internet service,One year,No,22.95,1605.94,Mailed check,3,0,,Unknown,
C05999,Female,37,0,No,No,54,No,DSL,No,No internet service,No,Month-to-month,No,87.69,4725.13,Bank transfer,7,1,,Unknown,
C06000,Male,53,0,No,Yes,7,Yes,Fiber optic,Yes,No,No,Two year,Yes,85.88,650.99,Credit card,1,0,0.0704,Low,0.0
C06001,Male,38,0,No,No,44,No,Fiber optic,No,No,No,Two year,No,111.82,4901.84,Electronic check,1,0,,Unknown,
C06002,Male,55,0,Yes,No,59,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,69.78,4098.72,Mailed check,1,0,,Unknown,
C06003,Male,24,0,No,No,46,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,49.15,2272.04,Bank transfer,6,1,,Unknown,
C06004,Female,36,0,No,Yes,43,No,Fiber optic,No internet service,No,No,Two year,No,71.91,3090.2,Mailed check,2,0,,Unknown,
C06005,Male,57,0,Yes,No,34,Yes,No,No,No,No,One year,No,31.88,1134.12,Credit card,1,0,,Unknown,
C06006,Male,44,0,No,No,18,Yes,No,No,No,No,Month-to-month,Yes,18.26,368.37,Bank transfer,1,0,,Unknown,
C06007,Male,58,0,No,No,20,Yes,DSL,No internet service,No,No,One year,Yes,72.33,1458.95,Credit card,3,0,,Unknown,
C06008,Male,54,0,No,No,53,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,74.18,3950.01,Bank transfer,2,1,,Unknown,
C06009,Female,36,0,Yes,Yes,5,Yes,DSL,No,No,No internet service,Month-to-month,Yes,31.21,170.66,Electronic check,1,1,0.0739,Low,0.0
C06010,Male,42,0,No,No,6,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,116.85,721.99,Electronic check,0,0,,Unknown,
C06011,Male,72,1,Yes,No,29,Yes,DSL,No,No internet service,Yes,Two year,Yes,32.65,957.28,Credit card,2,0,,Unknown,
C06012,Male,72,1,Yes,No,55,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,21.9,1184.28,Credit card,2,0,,Unknown,
C06013,Male,20,0,Yes,Yes,47,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,85.13,3984.52,Bank transfer,3,1,,Unknown,
C06014,Male,58,0,Yes,Yes,42,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,115.84,4884.77,Electronic check,2,0,,Unknown,
C06015,Female,45,0,Yes,Yes,38,Yes,Fiber optic,No internet service,No internet service,No,Two year,No,91.22,3456.25,Mailed check,0,0,,Unknown,
C06016,Male,18,0,No,No,8,Yes,DSL,Yes,Yes,No,Two year,Yes,60.41,510.13,Electronic check,2,0,,Unknown,
C06017,Male,54,0,No,No,24,Yes,DSL,No,Yes,No,Two year,Yes,58.03,1407.3,Electronic check,1,1,,Unknown,
C06018,Male,19,0,Yes,No,6,Yes,DSL,No internet service,No,No,Month-to-month,Yes,37.82,203.2,Credit card,0,0,,Unknown,
C06019,Male,36,0,No,Yes,54,No,Fiber optic,No,Yes,Yes,Month-to-month,No,77.08,4139.56,Credit card,2,0,,Unknown,
C06020,Male,57,0,No,Yes,54,Yes,No,No,No internet service,No,One year,Yes,28.97,1538.49,Electronic check,2,0,,Unknown,
C06021,Female,64,0,Yes,No,19,Yes,DSL,No internet service,No,Yes,Month-to-month,No,43.54,842.98,Electronic check,3,0,,Unknown,
C06022,Male,41,0,No,Yes,21,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,69.43,1481.22,Electronic check,4,1,,Unknown,
C06023,Female,64,0,No,No,23,Yes,DSL,No,No internet service,Yes,Month-to-month,No,82.2,1882.88,Electronic check,1,1,0.2139,Low,0.0
C06024,Female,65,1,No,No,64,Yes,Fiber optic,No,No internet service,No internet service,One year,No,86.07,5508.54,Bank transfer,0,0,0.0207,Low,0.0
C06025,Male,43,0,No,No,35,Yes,Fiber optic,No,Yes,Yes,One year,No,51.19,1798.21,Mailed check,0,0,,Unknown,
C06026,Female,27,0,No,Yes,55,Yes,No,No internet service,No internet service,Yes,One year,No,27.29,1518.66,Credit card,1,0,,Unknown,
C06027,Male,55,0,No,Yes,32,Yes,No,No,Yes,Yes,Month-to-month,Yes,22.76,721.45,Electronic check,3,0,,Unknown,
C06028,Female,18,0,Yes,No,50,Yes,Fiber optic,Yes,No,Yes,One year,Yes,51.04,2560.6,Mailed check,2,0,,Unknown,
C06029,Male,68,1,Yes,Yes,38,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,77.68,2950.38,Bank transfer,3,1,,Unknown,
C06030,Male,40,0,No,No,20,Yes,DSL,Yes,Yes,No,Month-to-month,No,64.22,1253.2,Mailed check,4,1,0.9942,High,1.0
C06031,Male,61,0,Yes,No,63,Yes,DSL,No,No,No,One year,No,35.6,2270.43,Bank transfer,3,0,,Unknown,
C06032,Female,59,0,Yes,No,51,Yes,No,No internet service,No,No,Two year,Yes,33.57,1718.19,Mailed check,1,0,,Unknown,
C06033,Female,44,0,Yes,Yes,55,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,No,83.16,4570.19,Bank transfer,2,0,,Unknown,
C06034,Male,73,1,No,No,68,Yes,Fiber optic,No,No,Yes,Two year,Yes,88.63,6011.43,Electronic check,3,0,,Unknown,
C06035,Female,63,0,No,No,18,Yes,DSL,No internet service,Yes,No,One year,No,26.97,471.3,Credit card,0,0,,Unknown,
C06036,Female,68,1,Yes,Yes,7,Yes,DSL,No,No,No,One year,No,39.74,249.23,Electronic check,3,0,,Unknown,
C06037,Female,23,0,Yes,No,42,Yes,Fiber optic,Yes,No,No,Two year,Yes,80.7,3366.96,Electronic check,2,0,,Unknown,
C06038,Male,45,0,Yes,No,24,Yes,Fiber optic,No,Yes,Yes,One year,No,49.1,1159.62,Electronic check,0,0,,Unknown,
C06039,Female,72,1,Yes,Yes,31,Yes,No,No,No,No,One year,Yes,34.77,1066.61,Electronic check,6,1,,Unknown,
C06040,Male,64,0,No,No,17,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,73.28,1272.23,Mailed check,4,1,,Unknown,
C06041,Male,43,0,Yes,Yes,29,Yes,No,No,No internet service,No,Month-to-month,Yes,23.68,698.5,Credit card,6,1,0.9899,High,1.0
C06042,Male,22,0,No,Yes,28,Yes,DSL,Yes,No internet service,No,Two year,Yes,53.32,1474.55,Bank transfer,2,0,,Unknown,
C06043,Female,34,0,Yes,Yes,25,Yes,DSL,Yes,No,Yes,Two year,No,53.96,1317.19,Credit card,3,0,,Unknown,
C06044,Female,50,0,Yes,No,53,Yes,DSL,No,No,No internet service,One year,Yes,54.79,2885.36,Mailed check,0,0,,Unknown,
C06045,Female,54,0,No,No,43,Yes,DSL,No internet service,No,No internet service,Two year,No,74.24,3221.37,Mailed check,1,0,,Unknown,
C06046,Female,70,1,Yes,No,34,Yes,No,No,No,No,One year,No,21.8,754.32,Electronic check,1,0,,Unknown,
C06047,Male,23,0,Yes,No,9,Yes,No,Yes,No,No internet service,One year,Yes,36.19,322.08,Electronic check,3,0,,Unknown,
C06048,Male,40,0,Yes,Yes,41,No,Fiber optic,Yes,No,No,Month-to-month,Yes,91.22,3739.65,Credit card,0,0,,Unknown,
C06049,Female,33,0,No,No,13,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,102.57,1356.29,Credit card,5,1,,Unknown,
C06050,Female,72,1,Yes,No,23,Yes,Fiber optic,No,No,No internet service,One year,Yes,50.4,1158.74,Bank transfer,3,0,0.1609,Low,0.0
C06051,Male,27,0,No,No,30,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No,68.98,2114.65,Electronic check,0,0,0.0814,Low,0.0
C06052,Male,30,0,No,No,11,Yes,DSL,No internet service,No internet service,Yes,One year,Yes,41.77,461.08,Credit card,4,1,,Unknown,
C06053,Female,34,0,No,No,28,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,60.07,1663.19,Bank transfer,3,0,0.0814,Low,0.0
C06054,Male,24,0,No,No,19,Yes,DSL,No,No,No,Two year,Yes,56.47,1032.56,Electronic check,2,1,,Unknown,
C06055,Female,54,0,No,No,61,Yes,No,Yes,Yes,Yes,Two year,No,34.81,2132.5,Mailed check,2,0,,Unknown,
C06056,Female,47,0,No,No,62,Yes,Fiber optic,No,No,No,Two year,No,84.46,5232.19,Mailed check,2,0,0.0638,Low,0.0
C06057,Male,49,0,Yes,Yes,1,Yes,Fiber optic,No,No,No internet service,Two year,Yes,73.37,54.62,Credit card,1,0,,Unknown,
C06058,Male,69,1,No,No,43,Yes,No,Yes,No,No internet service,One year,Yes,24.77,1078.99,Electronic check,3,0,,Unknown,
C06059,Female,42,0,No,No,46,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,57.2,2636.59,Electronic check,1,0,,Unknown,
C06060,Male,35,0,Yes,No,27,Yes,DSL,No internet service,No,Yes,Two year,No,68.91,1851.51,Electronic check,0,0,,Unknown,
C06061,Male,39,0,No,No,34,Yes,DSL,No,No,No,Month-to-month,Yes,66.66,2272.57,Credit card,3,0,,Unknown,
C06062,Male,63,0,Yes,No,57,Yes,Fiber optic,No,No,No internet service,One year,Yes,81.55,4645.59,Electronic check,2,0,0.0326,Low,0.0
C06063,Female,48,0,No,Yes,27,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,91.43,2487.02,Electronic check,0,0,,Unknown,
C06064,Female,27,0,Yes,Yes,5,Yes,DSL,No,No,No internet service,Month-to-month,No,66.69,335.25,Electronic check,0,0,,Unknown,
C06065,Male,57,0,Yes,No,27,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes,65.83,1769.71,Electronic check,1,0,,Unknown,
C06066,Female,60,0,Yes,No,19,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,No,107.98,2076.54,Credit card,3,0,,Unknown,
C06067,Male,32,0,Yes,No,28,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No,105.51,2932.87,Credit card,1,0,,Unknown,
C06068,Male,49,0,Yes,No,17,No,DSL,Yes,No,Yes,Month-to-month,Yes,54.17,892.66,Mailed check,0,0,0.0571,Low,0.0
C06069,Male,50,0,Yes,No,11,Yes,No,No,No internet service,No internet service,Month-to-month,No,24.42,256.7,Mailed check,2,1,,Unknown,
C06070,Male,27,0,No,Yes,70,Yes,Fiber optic,No,No,Yes,Two year,No,62.99,4373.64,Electronic check,2,0,0.0625,Low,0.0
C06071,Female,18,0,Yes,Yes,10,No,DSL,No,Yes,No internet service,Month-to-month,Yes,50.16,470.84,Credit card,2,0,0.101,Low,0.0
C06072,Female,58,0,No,Yes,51,Yes,DSL,No internet service,No,Yes,One year,Yes,43.88,2233.33,Mailed check,2,0,,Unknown,
C06073,Male,53,0,No,No,51,Yes,Fiber optic,Yes,No,Yes,Two year,No,73.24,3736.42,Credit card,1,0,,Unknown,
C06074,Female,58,0,Yes,Yes,44,No,Fiber optic,Yes,No,No,One year,No,70.25,3085.86,Electronic check,0,0,,Unknown,
C06075,Female,39,0,Yes,No,65,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,88.82,5783.5,Electronic check,3,0,,Unknown,
C06076,Female,47,0,Yes,No,1,Yes,DSL,Yes,No internet service,No,One year,Yes,71.07,61.71,Electronic check,2,0,,Unknown,
C06077,Male,73,1,Yes,No,22,Yes,Fiber optic,No internet service,No,No,Two year,No,93.86,2026.85,Mailed check,4,1,0.9843,High,1.0
C06078,Male,30,0,No,Yes,14,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,78.75,1117.43,Electronic check,1,0,,Unknown,
C06079,Male,55,0,No,No,41,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,104.99,4302.91,Electronic check,3,0,0.116,Low,0.0
C06080,Male,25,0,No,No,46,Yes,Fiber optic,No,Yes,No,Month-to-month,No,113.25,5223.5,Mailed check,0,0,,Unknown,
C06081,Male,21,0,Yes,No,64,Yes,Fiber optic,No,Yes,No,Two year,No,83.22,5338.38,Credit card,2,0,,Unknown,
C06082,Male,72,1,No,No,27,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,56.25,1540.5,Electronic check,2,0,0.227,Low,0.0
C06083,Male,25,0,Yes,No,17,No,DSL,No,No internet service,Yes,Month-to-month,Yes,47.46,789.17,Electronic check,3,0,0.1887,Low,0.0
C06084,Female,55,0,No,No,66,Yes,DSL,No,No,Yes,Month-to-month,Yes,59.81,3923.47,Bank transfer,6,1,,Unknown,
C06085,Female,47,0,No,No,48,Yes,Fiber optic,Yes,No,No,Two year,No,92.76,4450.9,Bank transfer,3,0,,Unknown,
C06086,Female,64,0,Yes,Yes,55,Yes,Fiber optic,No internet service,Yes,No,One year,Yes,51.1,2807.25,Credit card,0,0,,Unknown,
C06087,Male,49,0,No,No,32,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,88.02,2841.57,Credit card,0,0,,Unknown,
C06088,Female,57,0,No,No,32,Yes,DSL,No,No,Yes,Month-to-month,No,74.55,2395.79,Credit card,0,0,0.0484,Low,0.0
C06089,Female,68,1,No,No,28,Yes,Fiber optic,No,No,No internet service,Two year,No,83.83,2350.24,Bank transfer,5,1,,Unknown,
C06090,Female,65,1,Yes,No,54,Yes,DSL,No,Yes,No,Month-to-month,Yes,65.24,3498.5,Credit card,2,0,0.112,Low,0.0
C06091,Female,59,0,No,No,15,Yes,DSL,No,No,No,One year,No,54.79,807.75,Bank transfer,1,0,0.0585,Low,0.0
C06092,Female,27,0,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,One year,Yes,54.67,3794.35,Mailed check,1,0,,Unknown,
C06093,Female,27,0,Yes,No,13,Yes,DSL,No,No,Yes,One year,No,66.41,846.93,Electronic check,2,0,,Unknown,
C06094,Female,46,0,No,Yes,33,Yes,DSL,No internet service,No internet service,Yes,One year,Yes,45.21,1495.57,Mailed check,3,0,,Unknown,
C06095,Female,55,0,Yes,No,23,Yes,Fiber optic,No,Yes,No,Two year,No,77.63,1794.47,Bank transfer,3,0,,Unknown,
C06096,Female,56,0,Yes,Yes,46,Yes,DSL,Yes,Yes,No,Month-to-month,No,47.09,2178.97,Mailed check,7,1,,Unknown,
C06097,Female,62,0,No,Yes,49,Yes,No,No,No,Yes,Month-to-month,Yes,21.66,1076.52,Credit card,3,0,,Unknown,
C06098,Male,23,0,Yes,No,66,Yes,No,No,Yes,No,Month-to-month,No,31.58,2095.6,Credit card,0,0,,Unknown,
C06099,Female,27,0,No,Yes,57,Yes,Fiber optic,Yes,No,No,Month-to-month,No,58.72,3334.75,Mailed check,0,0,0.0708,Low,0.0
C06100,Male,26,0,No,Yes,18,Yes,DSL,No,Yes,Yes,One year,Yes,58.14,1031.25,Bank transfer,0,0,,Unknown,
C06101,Female,48,0,Yes,No,15,Yes,Fiber optic,Yes,Yes,Yes,One year,No,88.08,1347.24,Electronic check,2,0,,Unknown,
C06102,Female,54,0,No,No,63,No,Fiber optic,No,No,No,Two year,No,69.16,4349.52,Mailed check,2,0,,Unknown,
C06103,Female,24,0,No,No,35,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No,92.77,3239.94,Electronic check,1,0,,Unknown,
C06104,Male,67,1,No,No,7,Yes,DSL,No,No,Yes,Month-to-month,No,38.07,264.18,Bank transfer,0,0,,Unknown,
C06105,Female,35,0,No,No,59,Yes,DSL,No internet service,Yes,No,One year,No,55.69,3256.11,Credit card,2,0,0.0384,Low,0.0
C06106,Male,55,0,No,No,47,Yes,DSL,Yes,No,Yes,One year,Yes,54.94,2578.37,Electronic check,1,0,,Unknown,
C06107,Male,60,0,No,Yes,2,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,70.21,109.16,Electronic check,0,0,,Unknown,
C06108,Male,20,0,Yes,Yes,56,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,87.17,4894.27,Electronic check,2,1,0.1304,Low,0.0
C06109,Female,67,1,Yes,Yes,44,No,No,No,No,Yes,One year,No,25.69,1121.66,Bank transfer,1,0,,Unknown,
C06110,Male,73,1,No,No,44,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,61.8,2707.46,Credit card,1,1,,Unknown,
C06111,Male,72,1,No,Yes,62,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,79.41,4884.83,Electronic check,3,1,0.3355,Medium,0.0
C06112,Female,25,0,No,No,36,Yes,DSL,No internet service,No,No internet service,One year,No,66.63,2405.15,Mailed check,0,0,0.0142,Low,0.0
C06113,Female,40,0,Yes,No,33,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,26.02,906.45,Bank transfer,0,0,,Unknown,
C06114,Male,31,0,No,No,44,No,Fiber optic,Yes,No,No,Month-to-month,Yes,96.67,4242.0,Bank transfer,3,0,,Unknown,
C06115,Female,43,0,Yes,No,15,No,DSL,No internet service,No internet service,No internet service,One year,Yes,60.29,903.33,Bank transfer,0,0,,Unknown,
C06116,Male,73,1,Yes,No,11,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,21.45,267.57,Credit card,0,0,,Unknown,
C06117,Female,61,0,No,No,60,Yes,No,No,No,Yes,Month-to-month,No,20.55,1280.33,Credit card,2,1,,Unknown,
C06118,Male,61,0,Yes,Yes,16,Yes,DSL,No,Yes,No internet service,One year,No,60.23,939.51,Electronic check,0,0,0.01,Low,0.0
C06119,Female,42,0,No,No,36,Yes,DSL,No internet service,No,No,One year,Yes,63.82,2321.75,Electronic check,3,0,0.0618,Low,0.0
C06120,Female,71,1,Yes,Yes,20,Yes,DSL,No,No internet service,Yes,One year,No,45.91,862.79,Electronic check,1,1,,Unknown,
C06121,Female,70,1,No,Yes,17,Yes,No,No internet service,No,Yes,Two year,Yes,27.6,406.23,Credit card,6,1,,Unknown,
C06122,Female,63,0,No,Yes,43,Yes,DSL,No,No,No internet service,Month-to-month,No,35.37,1485.0,Bank transfer,1,0,,Unknown,
C06123,Female,64,0,Yes,No,57,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,76.3,4341.76,Credit card,0,0,0.054,Low,0.0
C06124,Male,55,0,No,Yes,32,Yes,DSL,Yes,No,No,Month-to-month,Yes,54.45,1702.55,Electronic check,0,0,0.0419,Low,0.0
C06125,Male,23,0,No,No,10,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,53.65,562.71,Mailed check,2,0,,Unknown,
C06126,Male,34,0,Yes,No,18,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,48.74,878.19,Credit card,1,0,,Unknown,
C06127,Male,61,0,No,No,12,Yes,No,Yes,Yes,Yes,Two year,Yes,18.0,228.39,Bank transfer,2,0,,Unknown,
C06128,Female,36,0,No,No,63,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,61.97,3896.89,Bank transfer,1,0,0.1461,Low,0.0
C06129,Male,27,0,Yes,No,23,Yes,DSL,No,No internet service,No,Month-to-month,Yes,50.39,1147.18,Credit card,4,1,,Unknown,
C06130,Female,71,1,No,No,27,Yes,DSL,No,No,No,Two year,No,44.16,1190.51,Electronic check,3,1,,Unknown,
C06131,Male,45,0,Yes,Yes,6,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,No,79.73,517.35,Electronic check,1,0,0.0305,Low,0.0
C06132,Male,67,1,Yes,Yes,32,Yes,Fiber optic,Yes,Yes,Yes,One year,No,62.76,2012.23,Credit card,2,0,,Unknown,
C06133,Female,34,0,Yes,No,65,Yes,No,No internet service,Yes,No,Month-to-month,No,18.0,1173.24,Bank transfer,0,0,,Unknown,
C06134,Female,38,0,No,No,30,No,Fiber optic,No,No,No,Month-to-month,No,99.28,2957.48,Mailed check,3,0,,Unknown,
C06135,Female,37,0,No,No,47,No,No,No internet service,No,No,One year,Yes,30.07,1393.39,Electronic check,2,0,0.0503,Low,0.0
C06136,Male,39,0,Yes,Yes,13,Yes,DSL,No,No internet service,Yes,Month-to-month,No,67.3,861.36,Bank transfer,3,0,,Unknown,
C06137,Female,42,0,Yes,No,11,Yes,No,Yes,Yes,No,Month-to-month,Yes,24.73,284.38,Bank transfer,7,1,0.9975,High,1.0
C06138,Female,34,0,Yes,No,52,Yes,No,No,No,No,Two year,Yes,31.78,1659.04,Electronic check,1,0,,Unknown,
C06139,Male,64,0,No,No,5,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,88.66,403.79,Mailed check,2,0,0.3236,Medium,0.0
C06140,Female,36,0,Yes,Yes,32,Yes,No,No,No internet service,No,Month-to-month,No,31.6,1020.14,Electronic check,0,0,,Unknown,
C06141,Female,43,0,Yes,No,23,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,74.72,1732.93,Bank transfer,3,1,,Unknown,
C06142,Male,67,1,Yes,No,2,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,80.97,173.74,Credit card,3,0,,Unknown,
C06143,Male,42,0,Yes,No,38,No,DSL,No internet service,No,No,Month-to-month,No,53.57,2047.16,Electronic check,2,0,,Unknown,
C06144,Male,18,0,No,Yes,69,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,30.57,2121.25,Electronic check,4,1,,Unknown,
C06145,Female,18,0,No,No,5,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,Yes,88.89,451.79,Electronic check,1,0,,Unknown,
C06146,Female,42,0,Yes,No,58,Yes,No,No,No,Yes,Month-to-month,No,31.0,1771.03,Credit card,3,0,,Unknown,
C06147,Female,54,0,No,No,39,Yes,No,No internet service,No,Yes,One year,Yes,26.13,1038.57,Bank transfer,0,0,0.0177,Low,0.0
C06148,Female,71,1,Yes,No,52,Yes,Fiber optic,No,No,Yes,Month-to-month,No,80.85,4238.5,Mailed check,2,1,,Unknown,
C06149,Male,25,0,No,No,7,Yes,No,No,No,No internet service,One year,Yes,18.0,151.32,Mailed check,0,0,0.0236,Low,0.0
C06150,Female,48,0,Yes,Yes,62,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,22.05,1372.33,Mailed check,1,0,0.0376,Low,0.0
C06151,Male,34,0,Yes,Yes,1,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,70.19,68.71,Credit card,2,0,,Unknown,
C06152,Female,43,0,No,No,65,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,33.08,2137.63,Bank transfer,2,1,,Unknown,
C06153,Male,43,0,Yes,No,47,Yes,Fiber optic,No,No,No internet service,Two year,No,94.65,4410.98,Bank transfer,1,0,,Unknown,
C06154,Male,35,0,No,No,24,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,84.19,2040.0,Electronic check,1,0,,Unknown,
C06155,Male,19,0,Yes,No,1,Yes,No,No,No,No,Two year,No,28.36,0.0,Credit card,0,0,0.0203,Low,0.0
C06156,Male,22,0,Yes,Yes,44,Yes,Fiber optic,No,Yes,No,One year,Yes,65.86,2890.66,Mailed check,2,0,,Unknown,
C06157,Male,47,0,No,Yes,7,Yes,No,Yes,No internet service,Yes,Two year,Yes,23.51,156.97,Electronic check,2,0,,Unknown,
C06158,Female,30,0,Yes,No,44,Yes,No,No,Yes,No internet service,One year,Yes,18.0,817.13,Credit card,3,0,,Unknown,
C06159,Male,36,0,Yes,No,55,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,99.8,5502.18,Bank transfer,0,0,,Unknown,
C06160,Female,23,0,No,Yes,19,No,No,No,No internet service,No,One year,Yes,22.79,420.77,Bank transfer,3,0,0.114,Low,0.0
C06161,Male,20,0,Yes,No,17,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,64.45,1093.4,Mailed check,6,1,0.9973,High,1.0
C06162,Female,25,0,No,No,16,Yes,Fiber optic,Yes,Yes,No,Two year,No,57.25,911.82,Mailed check,0,0,,Unknown,
C06163,Male,39,0,Yes,Yes,16,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,75.02,1212.79,Bank transfer,3,0,,Unknown,
C06164,Male,27,0,No,Yes,9,Yes,No,Yes,No,No,Month-to-month,Yes,26.46,217.89,Electronic check,0,0,,Unknown,
C06165,Male,31,0,No,No,18,Yes,No,No,Yes,No internet service,Two year,Yes,18.0,329.89,Electronic check,6,1,,Unknown,
C06166,Female,35,0,Yes,Yes,47,No,Fiber optic,No,No,Yes,Month-to-month,No,64.58,3031.42,Credit card,1,1,,Unknown,
C06167,Female,34,0,No,Yes,22,Yes,DSL,No,Yes,No,One year,Yes,58.19,1329.26,Electronic check,3,0,0.0824,Low,0.0
C06168,Male,18,0,No,Yes,56,Yes,Fiber optic,No,No internet service,No internet service,Two year,No,42.0,2336.01,Mailed check,5,1,,Unknown,
